label-coarse,text
OTHERS,What is osteichthyes ?
OTHERS,What tennis player has the nickname `` Nasty '' ?
OTHERS,How do you do a topic outline ?
OTHERS,What non-conformist abstract painter was dubbed Jack The Dripper by Time ?
4,How many millimeters are in a mile ?
4,How big is a baby bald eagle ?
1,What color is most often used to symbolize truth ?
1,Stuart Hamblen is considered to be the first singing cowboy of what ?
4,What was the Great Britain population from 1699-172 ?
1,What is the term for the sum of all genetic material in a given organism ?
1,What is the best-selling television soundtrack of all time ?
5,What mountain range marks the border of France and Spain ?
1,"What late-night TV show features Larry , Bud , Melman and Toast on a Stick ?"
1,What is the fastest computer ?
OTHERS,Who founded the modern theory of probability ?
1,What 's the term for a limestone deposit rising from the floor of a cave ?
4,How many people did Randy Craft murder ?
OTHERS,Who 's The King of Swing ?
OTHERS,What bestselling modern poet was the co-founder of the famous City Lights Bookshop in San Francisco ?
OTHERS,What does the term glory hole mean ?
OTHERS,What South Vietnamese president was assassinated by his generals in 1963 ?
OTHERS,What 's the staff of life mentioned in the Lord 's Prayer ?
4,How old is too old for a child to not be talking ?
1,What ability has the silkworm moth lost through domestication ?
OTHERS,What do you need to do to marry someone in jail ?
4,How many tenths of the Earth 's surface lie under water ?
4,What is the Pennsylvania state income tax rate ?
OTHERS,How does marl form and what mineral does it contain ?
OTHERS,Who won the 1968 California Democratic primary ?
OTHERS,Who spoke the only word in Mel Brooks 's Silent Movie ?
1,What is a fear of sourness ?
OTHERS,What was Thatcher 's first name ?
OTHERS,How do I get my LAN card activated so that it can hook up to another computer without using a HUB ?
OTHERS,What do insects do through their spiracles ?
OTHERS,Name the fast food chain with the golden arches .
1,What are the languages spoken by the natives in Afghanistan ?
OTHERS,What is the origin of Boxing Day ?
1,"What Robert Louis Stevenson novel was inspired by Deacon William Brodie , a cabinetmaker by day and burglar by night ?"
1,What is a fear of rejection ?
OTHERS,What was the rallying cry of the early American revolutionaries ?
OTHERS,Who was the first Russian astronaut to walk in space ?
1,What is the best selling computer model ever ?
1,What is a fear of food ?
OTHERS,Who wrote ` Dubliners ' ?
4,What is the life expectancy of an elephant ?
OTHERS,What 's the claim to fame of night watchman Frank Wills ?
1,Name of King Arthur 's sword ?
1,What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 1943 's Old Acquaintance ?
OTHERS,Who is Malaysia 's 43rd prime minister ?
OTHERS,Who founded the first aerodynamics laboratory in 1912 ?
4,What is the fare cost for the round trip between New York and London on Concorde ?
OTHERS,What is a bone marrow transplant meant for ?
OTHERS,What does the name Calder mean ?
OTHERS,Who said `` Give me liberty or give me death '' ?
5,What is the location of McCarren Airport ?
2,What does the abbreviation OAS stand for ?
1,What is the nickname of the Cleveland Indians ?
1,What Frederick Forsyth novel chronicles the toppling of an African government by mercenaries ?
OTHERS,"What makes Black Hills , South Dakota a tourist attraction ?"
1,What was the name of Baretta 's cockatoo ?
4,By how much will the California state gas tax rise by the year 2000 ?
OTHERS,What 's Japan 's largest car manufacturer ?
OTHERS,Name of the powerful white trader in Conrad 's `` Heart of Darkness '' ?
4,How long is the border between Canada and the 48 conterminous states ?
1,"What do you call a date that contains sequencing numbers , like 9-8-98 ?"
1,What color is the cross on Switzerland 's flag ?
5,What is the largest island in the Mediterranean Sea ?
4,What was Joe Namath 's first contract worth ?
5,Where is Rider College ?
5,Where was chop suey invented ?
OTHERS,How can I gain access to a spy satelite ?
OTHERS,What is Archimedes famous for ?
5,Where does dew come from ?
4,How old was Lucille Ball when the show `` I Love Lucy '' premiered ?
1,What 's the most delicate-tasting member of the onion family ?
5,"What landmark Italian restaurant can be found at 239 West 48th Street , New York City ?"
1,What do you call a book of quotes ?
4,How many points is a bullseye worth in darts ?
5,What are some mythology websites ?
OTHERS,What is cunnilingus ?
OTHERS,Rotary engines were manufactured by which company ?
1,"What 1942 espionage movie reunited director John Huston with Maltese Falconers Humphrey Bogart , Mary Astor , and Sidney Greenstreet ?"
5,What nationality is Ileana Cotrubas ?
OTHERS,What is object-oriented design ?
OTHERS,Why does a woman have to be a virgin to be a nun ?
4,What is the population of Kansas ?
OTHERS,Who invented the pull-tab opener on cans ?
OTHERS,What is the name of the deranged super-criminal Otto Octavius uses ?
OTHERS,Whose acceptance speech of more than 3 minutes prompted a time limit on Academy Award thank-yous ?
4,How much Coca Cola is drunk in one day in the world ?
OTHERS,Name the tree growing company .
1,What is Dr. Seuss ' most popular book ?
OTHERS,How does food color affect how you think it will taste ?
5,Where did the world come from ?
OTHERS,What does verdandi mean ?
1,What animal dined on bread and oysters with a carpenter ?
5,What island group is Guadalcanal a part of ?
OTHERS,Who declared : `` I think I 'll go out and milk the elk '' ?
OTHERS,What is the origin of `` barbeque '' ?
OTHERS,How do you clean badly tarnished brass ?
4,How many e-commerce companies are started every day ?
OTHERS,How can you define time ?
5,What 's the only East european country not tied to the ruble ?
4,What is Judy Garland 's date of birth ?
2,What does HIV stand for ?
1,What is Shirley MacLaine known as ?
OTHERS,How is plastic made ?
1,"What are the 7 principles of learning from the Institute for Research on Learning , IRL ?"
1,What book was F. Scott Fitzgerald working on when he died in Hollywood in 194 ?
OTHERS,How do ants have sex ?
4,What is the length of border between the Ukraine and Russia ?
1,What joins white wine to put the spritz in a Spritzer ?
OTHERS,What is a nematode ?
OTHERS,What is the meaning of `` CPR '' ?
1,What color are seven of every 10 houses in the U.S. ?
1,What does a phobophobe fear ?
OTHERS,What is capitalism according to Max Weber ?
5,What country has the highest arson rate ?
1,What color beans did the ancient Romans refuse to eat ?
1,What do sailors use to measure time ?
OTHERS,Who was the actor who played Sam in the movie Casablanca ?
5,What city does Orly Airport serve ?
5,Where did Woodstock take place ?
1,What 's the most popular form of gambling with women in Las Vegas ?
OTHERS,What task does the Bouvier breed of dog perform ?
4,What is the average time to kiss somene ?
5,What are the top five oil-producing countries in the world ?
OTHERS,What New Orleans D.A. claimed : `` My staff and I solved the assassination weeks ago '' ?
5,Where can one find Rider College ?
4,How much caffeine is in a 16 oz cup of coffee ?
1,What is Bella Abzug 's sartorial trademark ?
1,"What spider makes a superb pet , even said to recognize its master ?"
1,What vehicles are raced in the Tour de France ?
4,How big is Australia ?
1,What does it take to be a hero ?
OTHERS,How do they type Chinese characters on a keyboard ?
1,What animal causes the biggest threat to humans ?
1,What is a fear of ruin ?
5,What countries have the most auto thefts ?
OTHERS,Who makes chicken `` finger lickin '' good ?
OTHERS,What director portrayed the commandant of the POW camp in 1953 's Stalag 17 ?
1,What British TV series inspired All in the Family ?
OTHERS,What does the word terrorism mean ?
OTHERS,What does N est-ce pas mean ?
1,"Name the 5 words that use all of the letters in the alphabet , except Q , with no repeats ."
OTHERS,What is the origin of the word `` tampon '' ?
OTHERS,What World War II leader declared : `` The blow has been struck '' ?
OTHERS,How can I get a CCT diagram ?
OTHERS,Who was Israel 's first prime minister ?
1,What is the most popular sports car color ?
5,What country boasts Ismail 's Palace and the Palace of King Farouk ?
1,What Broadway show introduced the song Some Enchanted Evening ?
OTHERS,What is a plant supplement ?
5,Where could I go to take a ride on a steam locomotive ?
1,What product did William Horlick discover and produce ?
OTHERS,"When not adventuring on Rann , what does Adam Strange call his profession ?"
OTHERS,How do you do a bibliography page ?
OTHERS,What occupation has the highest divorce rate ?
1,What drink contains as many types of rum as possible ?
5,Where is the Virtual Desk Reference ?
4,How loud is thunder ?
OTHERS,What California governor said : `` Inaction may be the highest form of action '' ?
OTHERS,What is an ecological niche ?
OTHERS,Who is Desmond Tutu ?
OTHERS,Who was the first person to study the stars ?
OTHERS,Where did the term fireplug come from ?
OTHERS,What facial feature did Walt Disney sport that none of Disney 's employees is allowed to ?
OTHERS,"Who is the author of the book , `` The Iron Lady : A Biography of Margaret Thatcher '' ?"
OTHERS,What are the top 10 colleges in the United States in the field of engineering ?
4,"How much would a black-and-white 1-cent stamp be worth , Thomas Jefferson on it ?"
4,What is the probability that at least 2 out of 25 people will have the same birthday ?
5,Where is the bridge over the river Kwai ?
OTHERS,How do vending machines tell if your dollar is a 1 or a 5 ?
4,How many people did the United Nations commit to help restore order and distribute humanitarian relief in Somalia in September 1992 ?
4,How many elephants are left on earth ?
1,What is a softball made of ?
1,What `` little red car '' is mentioned in pop singer Prince 's hit song ?
OTHERS,Who did Doris Day mean when she said : `` I call him Ernie because he 's certainly no Rock '' ?
1,What kind of species is the monster in the film `` Jaws '' ?
4,When was the first practical commercial typewriter marketed ?
OTHERS,What is a drought ?
OTHERS,What are the benefits of home school ?
1,What is the best-selling book of all time ?
OTHERS,"What do Hank Aaron , Jimmy Stewart , and Howard K. Smith have in common ?"
1,What are the first six words of Dickens 's A Tale of Two Cities ?
4,How long would it take to get from Earth to Mars ?
5,Where can I get mailing lists ?
OTHERS,Who is the owner of CNN ?
5,What country lies directly south of Detroit ?
OTHERS,How do companies cut paper so thin ?
5,What is the tallest mountain ?
OTHERS,What is `` the computer for the rest of us '' ?
OTHERS,What nuclear process takes place in an H-bomb ?
4,What 's the maximum number of clubs a golfer may use in a round ?
1,What card suit originally represented the peasant class ?
1,What 's the Hungarian word for pepper ?
1,What does the Peugeot company manufacture ?
4,How many different countries export coffee ?
